data,timestamp (ms),timestamp (formatted)
"069,1,0.78,1628697709.618714,-26.16671,-48.96169,0
",1628697710.129489,Wed Aug 11 16:01:50 2021
"1628697711.046035,25,1628697702.318876,55.82836109131865,-4.280221851225604,24.22396,-1,-1,10,65,-9999,1628697711.035966,0.1717948913574219,-16.20992279052734,-47.30895233154297,136.1334381103516,137.8875885009766,12.04054832458496,196978.672708375,0.0034332275390625,-0.040435791015625,-0.9935760498046875,196978.303325375,0.003259709104895592,0.006984672509133816,-0.005616873037070036,196978.650427375,64.08108520507812,-76.59735107421875,-112.5993804931641,196978.307093375,-0.09831809772232704,0.003122083406796293,0.04119930990577759,-0.0009003032464534044,-0.00054578622803092,0.0001105209812521935,-0.001471477560698986,0.0006297864019870758,0.005463719367980957,2,0.02064998076777028,0.0005466456638375293,-0.04909664916541229,0.998580413475267,0.003119429107755423,-0.04118765518069267,-0.999146580696106,0.1575965881347656,-16.33494567871094,-47.82948303222656,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196975.759966,0,0.4069176,100.721,1628697687.872065,3232235814,168305893,0,0,5,1628697686.8",1628697711.146221,Wed Aug 11 16:01:51 2021
"56069,1,0.78,1628697710.617695,-32.00792,-54.22518,0
",1628697711.154152,Wed Aug 11 16:01:51 2021
"1628697712.051903,26,1628697702.318876,55.82836109131865,-4.280221851225604,24.22396,-1,-1,10,65,-9999,1628697712.041341,-0.2793464660644531,-16.57146453857422,-47.42088317871094,136.1322326660156,137.8863830566406,12.0408821105957,196979.67783925,0.0037689208984375,-0.0409393310546875,-0.993194580078125,196979.30342925,0.0068901302292943,0.006588927004486322,-0.003054645843803883,196979.67478625,63.32722473144531,-76.93125915527344,-112.8067626953125,196979.31222425,-0.09832700577450317,0.003015725949092688,0.04118225163893965,0.0002195106353610754,0.001943353097885847,-0.001710822805762291,-0.0002055438235402107,-0.0005011521279811859,0.005388438701629639,2,0.02063885514513784,0.0004938697850434522,-0.04910221665837233,0.9985803921962021,0.003013164503499866,-0.04117061197757721,-0.9991475939750671,0.1362533569335938,-16.32807922363281,-47.78598785400391,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196976.829612,0,0.4148445,100.7209,1628697687.872065,3232235814,168305893,0,0,5,1628697686.856",1628697712.068966,Wed Aug 11 16:01:52 2021
"069,1,0.78,1628697711.631216,-23.85629,-48.06102,0
",1628697712.076224,Wed Aug 11 16:01:52 2021
"1628697713.070318,27,1628697702.318876,55.82836109131865,-4.280221851225604,24.22396,-1,-1,10,65,-9999,1628697713.066474,-0.04006576538085938,-16.36054229736328,-47.81080627441406,136.1449279785156,137.8990783691406,12.04115867614746,196980.6829702917,0.0008544921875,-0.03912353515625,-0.993621826171875,196980.3035352917,0.005629123654216528,0.006108758971095085,-0.003565439954400063,196980.6690612917,63.6195068359375,-76.90412902832031,-112.9511566162109,196980.3173552917,-0.09855465926798887,0.002950650376931243,0.04114861125958029,-0.001716177444905043,0.0009068874642252922,-0.001716166501864791,0.001415867125615478,4.507601261138916e-05,0.004825472831726074,2,0.02062051291203885,0.00045985802580385,-0.04921659304837056,0.9985751934140693,0.002948148408904672,-0.04113699868321419,-0.9991491436958313,0.047210693359375,-16.38925933837891,-47.44843292236328,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196977.89924,0,0.4174881,100.7208,1628697687.872065,3232235814,168305893,0,0,5,1628697686.856",1628697713.093011,Wed Aug 11 16:01:53 2021
"069,1,0.78,1628697712.618523,-34.09629,-53.09382,0
",1628697713.0966,Wed Aug 11 16:01:53 2021
"1628697714.06153,28,1628697702.318876,55.82836109131865,-4.280221851225604,24.22396,-1,-1,10,65,-9999,1628697714.051422,0.07801055908203125,-16.4752197265625,-47.95541381835938,136.1458129882812,137.8999633789062,12.0413932800293,196981.6881009167,0.0035400390625,-0.04229736328125,-0.9937591552734375,196981.3036389167,0.003454119898378849,0.005784385837614536,-0.002231462625786662,196981.6633129167,64.02449035644531,-76.87898254394531,-112.9865417480469,196981.3224859167,-0.09851782273644623,0.003290397845781163,0.04110850286918188,0.001348167425021529,0.0004932652227580547,0.001414706348441541,-0.002890880452468991,-0.0003306902945041656,0.004444599151611328,2,0.02060883635506227,0.000630857540371556,-0.04919475140157953,0.9985764025325179,0.003287611994892359,-0.04109692573547363,-0.9991497397422791,-0.212921142578125,-16.49188995361328,-47.47113800048828,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196977.89924,0,0.4174881,100.7208,1628697687.872065,3232235814,168305893,0,0,5,1628697686.856",1628697714.122207,Wed Aug 11 16:01:54 2021
"069,1,0.78,1628697713.61764,-30.23933,-50.7128,0
",1628697714.128551,Wed Aug 11 16:01:54 2021
"1628697715.067227,29,1628697702.318876,55.82836109131865,-4.280221851225604,24.22396,-1,-1,10,65,-9999,1628697715.056485,0.06425094604492188,-16.39007568359375,-47.68415832519531,136.1399688720703,137.8941192626953,12.04159259796143,196982.69323025,0.00372314453125,-0.041717529296875,-0.992584228515625,196982.30374425,0.003837615018710494,0.007299724500626326,-0.003658117959275842,196982.68772325,63.88931274414062,-76.8800048828125,-113.2681884765625,196982.32761525,-0.0984005719620271,0.00313252648248753,0.0410340916943573,-0.001061554998159409,-0.0005736704915761948,-0.0001123822294175625,0.001630859449505806,0.000647813081741333,0.006065547466278076,2,0.02056776847015021,0.0005550727718340656,-0.04913793277563766,0.9985800712722702,0.0031298843678087,-0.04102257639169693,-0.9991533160209656,0.09918975830078125,-16.15120697021484,-47.87401580810547,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196978.968877,0,0.4280586,100.7207,1628697687.872065,3232235814,168305893,0,0,5,1628697686.856069,1,",1628697715.142227,Wed Aug 11 16:01:55 2021
"0.78,1628697714.63134,-46.62355,-55.4478,0
",1628697715.149266,Wed Aug 11 16:01:55 2021
"1628697716.071791,30,1628697702.318876,55.82836109131865,-4.280221851225604,24.22396,-1,-1,10,65,-9999,1628697716.061696,-0.1083946228027344,-16.00939178466797,-48.08489990234375,136.1274871826172,137.8816375732422,12.04172992706299,196983.6983595,0.0025482177734375,-0.0409393310546875,-0.9941558837890625,196983.3038475,0.006793990265578032,0.006079197861254215,-0.005034706089645624,196983.6820385,63.68527221679688,-76.48793029785156,-113.4179534912109,196983.3327445,-0.09826075511711567,0.003054197547432848,0.04107405733236757,0.00309331389144063,-0.001940422691404819,0.002410861663520336,-0.0005949484184384346,0.0003673098981380463,0.006079435348510742,2,0.02058576133804547,0.0005164199258438085,-0.04906887604971522,0.9985831646217886,0.003051616717129946,-0.04106250777840614,-0.9991519451141357,-0.3143692016601562,-16.38130187988281,-47.68031311035156,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196980.038581,0,0.4412689,100.7206,1628697687.872065,3232235814,168305893,0,0,5,1628697686.85606",1628697716.074508,Wed Aug 11 16:01:56 2021
"9,1,0.78,1628697715.618666,-48.38862,-54.70927,0
",1628697716.081958,Wed Aug 11 16:01:56 2021
"1628697717.09148,31,1628697702.318876,55.82836109131865,-4.280221851225604,24.22396,-1,-1,10,65,-9999,1628697717.087,-0.02493667602539062,-16.17530059814453,-47.92463684082031,136.1294860839844,137.8836364746094,12.04181957244873,196984.703489125,0.002288818359375,-0.0412139892578125,-0.9931793212890625,196984.303953125,0.003129746997728944,0.007154049351811409,-0.003841343568637967,196984.676236125,63.507568359375,-76.78302001953125,-112.4685211181641,196984.337875125,-0.09830513548109326,0.0030835847467116,0.04110153952461475,0.0003472254611551762,0.0006507635116577148,0.0001063090749084949,0.0003675138577818871,0.000379510223865509,0.005498349666595459,2,0.02060021630679101,0.0005299604124187002,-0.04909069874893845,0.9985817564829784,0.003080975729972124,-0.04108996689319611,-0.9991506934165955,-0.03547286987304688,-16.07305145263672,-47.67752075195312,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196981.108275,0,0.4465523,100.7205,1628697687.872065,3232235814,168305893,0,0,5,1628697686.856",1628697717.10693,Wed Aug 11 16:01:57 2021
"069,1,0.78,1628697716.617633,-48.76766,-56.89972,0
",1628697717.119556,Wed Aug 11 16:01:57 2021
"1628697718.081992,32,1628697717.377443,55.82836079776604,-4.280223686006162,22.32542,-1,-1,10,65,-9999,1628697718.072057,-0.2454719543457031,-16.35948181152344,-47.58827209472656,136.1277770996094,137.8819274902344,12.04190158843994,196985.70861725,0.006072998046875,-0.0408782958984375,-0.992889404296875,196985.30405325,0.004911668132990599,0.006584399379789829,-0.003992344718426466,196985.70054125,63.58943176269531,-77.10025024414062,-112.1917877197266,196985.34300325,-0.09821056350566906,0.002985920271951376,0.04101703713374082,-0.0007871903944760561,-0.0005554300732910633,-0.0004911108408123255,-0.0002368197310715914,-0.0008035525679588318,0.004922330379486084,2,0.02055560635129517,0.0004842461007135241,-0.04904459434191411,0.9985849005796461,0.002983404323458672,-0.04100553691387177,-0.9991544485092163,-0.06997299194335938,-16.11984252929688,-47.87428283691406,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196982.177923,0,0.4491959,100.7205,1628697687.872065,3232235814,168305893,0,0,5,162869",1628697718.08425,Wed Aug 11 16:01:58 2021
"7686.856069,1,0.78,1628697717.630854,-41.26745,-52.14149,0
",1628697718.090922,Wed Aug 11 16:01:58 2021
"1628697719.087427,33,1628697717.377443,55.82836079776604,-4.280223686006162,22.32542,-1,-1,10,65,-9999,1628697719.07709,0.0233001708984375,-16.11887359619141,-47.40484619140625,136.1268005371094,137.8809509277344,12.04200649261475,196986.71374575,0.0031890869140625,-0.039886474609375,-0.993072509765625,196986.30415875,0.004474909510463476,0.005945240613073111,-0.002662628423422575,196986.69475575,63.86868286132812,-76.5657958984375,-112.5421905517578,196986.34813175,-0.09831810436891422,0.002998756014036971,0.04106044233343242,0.0008193631656467915,-0.0004729661159217358,0.0007208550814539194,0.0004064887762069702,-0.0009890682995319366,0.008414745330810547,2,0.02057761814095325,0.0004884827785284858,-0.04909809974380341,0.9985818685820582,0.002996223978698254,-0.04104890674352646,-0.999152660369873,-0.1120338439941406,-16.13205718994141,-47.79102325439453,-1,2,196661.07914325,2,2,1628697393.451568,0,0,0,0,0,0,0,0,0,196983.247594,0,0.4624062,100.7203,1628697687.872065,3232235814,168305893,0,0,5,1628697686.856",1628697719.092821,Wed Aug 11 16:01:59 2021
"069,1,0.78,1628697718.618626,-26.2253,-53.9149,0
",1628697719.095643,Wed Aug 11 16:01:59 2021
